106,"
《上海市浦东新区康桥工业区东区PDPO-1402单元控制性详细规划E08、E09街坊局部调整（实施深化）...
",2015-10-13
107,"
《浦东新区唐镇中心镇区PDPO-0405单元控制性规划（唐镇新市镇第三单元）》（草案）补充公示
",2015-09-09
108,"
《上海市浦东新区新场镇历史文化风貌区保护规划A街坊局部调整（实施深化）》（草案）
",2015-09-01
109,"
《上海市浦东新区新场镇PDS2-0102单元控制性详细规划C街坊C-06地块局部调整（实施深化）》（草案...
",2015-09-01
110,"
《高东镇工业集中区浦东运河（航津路--洲海路）河道蓝线》专项规划草案补充公示
",2015-08-17
111,"
《浦东新区唐镇PDPO-0403单元控制性详细规划修编（1区级动迁基地）》（草案）补充公示
",2015-07-27
112,"
《上海市浦东新区周浦镇08单元控制性详细规划06街坊局部调整（实施深化）》（草案）
",2015-07-23
113,"
《川沙经济园区PDS6-0101单元控详规划局部调整5B街坊实施方案》（草案）
",2015-06-26
114,"
《高桥新市镇北单元（OYOO-0402单元）控制性详细规划C02B街坊局部调整（实施深化）》（草案）
",2015-06-25
115,"
《川沙经济园区PDS6-0101单元5A街坊外环南河以北及7A和7B街坊五灶港以南控制性详细规划局部调整...
",2015-06-23
116,"
《黄浦江南延伸段三林滨江南片地区（Z000801）10、13增补图则和16、17、18街坊控制性详细规划》...
",2015-06-12
117,"
《浦东新区北蔡南新社区单元（Z001001）02街坊调整（实施深化）（绿川小区）》（草案）
",2015-04-30
118,"
《黄浦江南延伸段三林滨江南片地区（Z000801）10、13街坊增补图则和16、17、18街坊控制性详细规...
",2015-04-21
119,"
《祝桥中心镇核心区（PDS7-0102单元）控制性详细规划街坊局部调整（实施深化）》（草案）
",2015-04-20
120,"
《新场旅游综合服务区B1街坊控制性详细规划局部调整实施深化》（草案）
",2015-04-10
121,"
《上海市浦东新区养老设施布局专项规划》（草案）
",2015-04-10
122,"
《高桥新市镇南单元（Y000403）控制性详细规划02、06街坊实施方案》（草案）
",2015-02-13
123,"
上海市曹路科教园区单元（PDP0-305）C1街坊控制性详细规划局部调整（草案）补充公示
",2015-02-06
124,"
《浦东新区张江镇Z00-1702单元（张江中区东单元）控制性详细规划D-1街坊局部调整实施深化》（草...
",2015-01-27
125,"
《浦东新区唐镇中心镇区PDP0-0403单元控制性详细规划修编（1区级动迁基地）》（草案）
",2015-01-20
126,"
《张江高科技园区东单元控制性详细规划6街坊局部调整（实施深化）》（草案）
",2015-01-15
127,"
《浦东新区唐镇中心镇区PDP0-0405单元控制性详细规划（唐镇新市镇第三单元）》（草案）
",2015-01-15
128,"
《上海市浦东新区川沙新镇PDS6-0101单元（川沙经济园区）控制性详细规划局部调整》（草案）
",2015-01-12
129,"
《张江高科技园区科研教育区控制性详细规划5街坊局部调整（实施深化）》（草案）
",2015-01-09
130,"
《医学园区站、坦直站、三灶站天然气高中压调压站专项规划》（草案）
",2014-12-29
131,"
《合庆工业园区规划一河（仁庆路～汇庆路）河道蓝线调整专项规划》（草案）
",2014-12-22
132,"
《浦东新区宣桥镇惠南宣桥社区西单元（PDS30104）控制性详细规划》（草案）
",2014-12-11
133,"
《祝家港路（周园路--周达路）、繁荣东路（周园路--周达路）、韵涛路（周园路--周达路）道路红线...
",2014-10-22
134,"
《上海市浦东新区高桥工业小区单元Y000101（港城路车辆段综合利用项目）控详规划局部调整》（草...
",2014-10-14
135,"
《黄浦江沿岸E10单元10、12街坊控制性详细规划附加图则》（草案）
",2014-10-10
136,"
《林国加油站专项规划》（草案）
",2014-09-29
137,"
《上海市浦东新区金桥汽车产业制造、研发、配套单元（Y000701）重点地区附加图则》（草案）
",2014-09-19
138,"
《外高桥新市镇控制性详细规划C02C-08地块实施方案》（草案）
",2014-09-19
139,"
《上海市曹路科教园区单元（PDP0-0306）C1街坊控制性详细规划局部调整》（草案）
",2014-09-19
140,"
《惠南宣桥社区北一单元（PDS3-0102）控制性详细规划N、P、R街坊局部调整实施深化》（草案）
",2014-09-02
141,"
《上海市浦东新区航头镇PDS1-0202镇北社区单元控制性详细规划》（草案）
",2014-09-01
142,"
《浦东新区张江镇Z00-1702编制单元（张江中区东单元）D-1街坊控规实施方案》（草案）
",2014-08-20
143,"
《上海国际旅游度假区02PD-0001单元（核心区）控制性详细规划实施深化》（草案）
",2014-08-15
144,"
《上海市浦东新区惠南镇东城区北PDS3-0202单元控制性详细规划5街坊局部调整（实施深化）》（草案...
",2014-08-13
145,"
《上海市龙阳路交通枢纽地区西片区控制性详细规划》（草案）
",2014-08-08
